ID,Name,DOB,Gender,Occupation,Arrest_Count
1457,Jagat Thaker,1978-11-14,Male,Business,0
1458,Qadim Bandi,1963-02-15,Male,Mason,1
1459,Qarin Chowdhury,2000-01-13,Male,Farmer,1
1460,Balveer Dhar,1996-05-14,Male,Electrician,0
1461,Viraj Varughese,1965-11-14,Male,Labourer,0
1462,Jason Sodhi,2003-06-19,Male,Driver,1
1463,Nachiket Bera,1983-12-04,Male,Electrician,0
1464,Wahab Setty,1995-06-08,Male,Unemployed,0
1465,Noah Sama,1984-07-24,Male,Mechanic,1
1466,Mohini Ganesh,1962-12-14,Female,Tailor,11
1467,Kalpit Bhat,2003-05-16,Male,Driver,4
1468,Frado Behl,2005-03-17,Male,Labourer,0
1469,Agastya Mangat,1993-07-14,Male,Shopkeeper,12
1470,Dev Tiwari,1965-10-11,Male,Business,0
1471,Jonathan Deo,2002-06-14,Male,Student,0
1472,Mahika Kurian,1961-07-07,Female,Farmer,11
1473,Gagan Dora,2005-05-27,Male,Auto Driver,5
1474,Qasim Gill,1978-04-29,Male,Mason,0
1475,Xavier Golla,1996-06-08,Male,Mechanic,0
1476,Onveer Chad,1970-06-02,Male,Farmer,1
1477,Yug Sachar,1986-08-15,Male,Vendor,1
1478,Thomas Ganesh,1974-11-23,Male,Unknown,3
1479,Avi Lalla,1968-06-10,Male,Mason,0
1480,Geetika Shetty,1987-09-06,Female,Driver,4
1481,Nidhi Soni,1996-10-13,Female,Unknown,1
1482,Ranveer Ramakrishnan,1992-11-03,Male,Security Guard,0
1483,Elijah Wali,1990-02-17,Male,Daily Wage Worker,1
1484,Maanas Sen,1986-07-17,Male,Student,0
1485,Ansh Chatterjee,1996-09-13,Male,Security Guard,0
1486,Tarak Mahajan,1983-05-05,Male,Business,0
1487,Kiaan Chaudhari,1977-12-03,Male,Mechanic,10
1488,Vedhika Khurana,2006-04-08,Female,Vendor,0
1489,Om Gole,1981-11-12,Male,Mechanic,0
1490,Aayush Bir,1961-05-12,Male,Shopkeeper,1
1491,Chandran Vohra,1967-08-14,Male,Student,0
1492,Parth Kanda,1979-10-29,Male,Vendor,1
1493,Gopal Bandi,1962-02-28,Male,Electrician,2
1494,Barkha Kalla,2001-05-02,Female,Student,0
1495,Darpan Chadha,2001-09-11,Male,Farmer,5
1496,Raghav Goyal,1968-02-03,Male,Unknown,1
1497,Jonathan Menon,1992-04-28,Male,Private Employee,0
1498,Utkarsh Malhotra,1989-08-08,Male,Farmer,1
1499,Lavanya Edwin,1965-08-01,Female,Mason,0
1500,Azaan Raja,1986-12-28,Male,Security Guard,8
1501,Ayushman Kuruvilla,1978-07-23,Male,Electrician,1
1502,Thomas Boase,1994-01-03,Male,Mechanic,1
1503,Ronith Gokhale,2004-06-21,Male,Shopkeeper,11
1504,Chatura Dhawan,1997-05-03,Male,Shopkeeper,9
1505,Ikbal Cherian,1990-08-06,Male,Student,0
1506,Dalaja Banerjee,1965-07-05,Female,Student,0
1507,Jeremiah Sehgal,1961-10-28,Male,Tailor,0
1508,Falan Acharya,1963-02-14,Male,Cook,0
1509,Kiaan Doshi,2008-03-08,Male,Electrician,1
1510,Rohan Aggarwal,1995-08-14,Male,Auto Driver,1
1511,William Sarin,1988-01-13,Male,Unknown,0
1512,Isaiah Aggarwal,1986-09-15,Male,Unemployed,9
1513,Darsh Wason,1984-12-20,Male,Cook,10
1514,Max Rattan,1964-04-20,Male,Farmer,0
1515,Qadim Warrior,1983-09-09,Male,Labourer,1
1516,Veda Mann,2004-08-17,Female,Shopkeeper,0
1517,Gaurang Baral,1986-09-09,Male,Driver,12
1518,Mason Ramakrishnan,1967-10-24,Male,Electrician,0
1519,Widisha Chad,2003-08-11,Female,Electrician,1
1520,Girish Dey,1962-12-23,Male,Vendor,0
1521,Amaira Khare,1993-11-02,Female,Driver,1
1522,Azad Zachariah,2004-04-30,Male,Business,1
1523,Zaid Walla,1991-02-14,Male,Tailor,0
1524,Andrew Nori,1964-05-12,Male,Driver,1
1525,Ansh Ravi,1968-08-03,Male,Unemployed,1
1526,Yutika Shanker,2006-09-09,Female,Farmer,1
1527,Jackson Bora,1963-01-21,Male,Vendor,0
1528,Yash Bahl,1992-08-12,Male,Mechanic,7
1529,Jairaj De,1961-07-11,Male,Farmer,0
1530,Aryan Mohanty,1967-03-03,Male,Auto Driver,1
1531,Frederick Bhatt,1967-10-13,Male,Painter,0
1532,Yuvraj Kannan,1964-11-03,Male,Electrician,0
1533,Tanay Nazareth,2006-09-17,Male,Tailor,1
1534,Nicholas Dara,2007-02-06,Male,Vendor,0
1535,Naveen Kala,1963-08-26,Male,Electrician,8
1536,Oviya Bhatnagar,1968-10-06,Female,Business,0
1537,Ekavir Sagar,1971-12-25,Male,Daily Wage Worker,4
1538,Fitan Sarna,1977-02-15,Male,Mechanic,0
1539,Ekalinga Chaudhry,2003-07-27,Male,Tailor,1
1540,Farhan Babu,1993-09-07,Male,Electrician,0
1541,Aarush Amble,1972-10-03,Male,Driver,5
1542,Meghana Saha,2007-09-28,Female,Cook,1
1543,Dev Jhaveri,1970-04-14,Male,Private Employee,1
1544,Umang Sabharwal,1976-10-29,Male,Unknown,6
1545,Anirudh Gole,1994-07-25,Male,Daily Wage Worker,1
1546,Nidhi Pall,1989-01-16,Female,Unemployed,6
1547,Jacob Handa,1968-07-17,Male,Student,0
1548,Pratyush Zacharia,1995-01-31,Male,Business,0
1549,Vedika Joshi,1979-05-11,Female,Shopkeeper,0
1550,Gunbir Chowdhury,1970-09-13,Male,Private Employee,1
1551,Yuvraj Goda,1971-06-02,Male,Student,0
1552,Avi Patla,1979-12-12,Male,Vendor,9
1553,Teerth Krishnamurthy,1983-04-18,Male,Student,0
1554,Anya Chawla,1964-02-12,Female,Mason,0
1555,Gaurangi Balakrishnan,1993-07-22,Female,Private Employee,1
1556,Balendra Keer,1990-10-26,Male,Business,1
1557,Ubika Issac,2006-08-10,Female,Unknown,1
1558,Ishwar Choudhary,1982-09-28,Male,Farmer,0
1559,Chandran Khalsa,1988-08-16,Male,Tailor,2
1560,Raghav Kannan,1965-07-20,Male,Auto Driver,0
1561,Xavier Bhagat,1990-03-17,Male,Mechanic,0
1562,Hritik Sha,1972-08-30,Male,Daily Wage Worker,0
1563,Rachit Deshpande,1991-09-12,Male,Electrician,0
1564,Rachita Madan,1974-04-22,Female,Mason,1
1565,Devansh Balay,2007-08-26,Male,Cook,1
1566,Logan Deshpande,1968-02-09,Male,Painter,1
1567,Veer Sahota,1972-03-13,Male,Vendor,1
1568,Januja Merchant,2001-08-16,Female,Driver,1
1569,Frederick Karpe,1966-06-07,Male,Painter,1
1570,Yash Kalita,2000-10-20,Male,Painter,1
1571,Vihaan Mallick,1961-07-14,Male,Unknown,0
1572,Jatin Kota,1982-10-26,Male,Security Guard,1
1573,Indrajit Dixit,1999-08-03,Male,Unknown,0
1574,Sathvik Basu,1963-04-10,Male,Daily Wage Worker,1
1575,Zayyan Bandi,1989-07-07,Male,Shopkeeper,1
1576,Wriddhish Chaudhari,1991-05-03,Male,Security Guard,6
1577,Kavya Chacko,1998-07-21,Female,Business,1
1578,Samar Kamdar,1969-07-30,Male,Labourer,1
1579,Neelima Khare,2004-08-14,Female,Security Guard,12
1580,Adweta Srinivasan,2006-01-27,Female,Painter,0
1581,Faris Sharaf,1999-05-12,Male,Daily Wage Worker,0
1582,Utkarsh Sheth,1969-12-24,Male,Vendor,1
1583,Hiral Prabhakar,2003-03-15,Female,Security Guard,0
1584,Aadi Bobal,1986-09-27,Male,Unknown,6
1585,Amol Minhas,1989-07-12,Male,Unemployed,9
1586,Ishita Buch,2002-10-08,Female,Shopkeeper,0
1587,Ayaan Varma,2006-06-16,Male,Painter,1
1588,Atharv Choudhry,1986-08-10,Male,Business,0
1589,Viraj Baria,1985-06-04,Male,Student,0
1590,Gagan Bhavsar,1998-09-15,Male,Private Employee,1
1591,Ekapad Natt,1976-10-14,Male,Vendor,11
1592,William Kadakia,1975-11-21,Male,Shopkeeper,10
1593,Patrick Loke,1994-10-25,Male,Security Guard,0
1594,Lakshit Bhagat,1964-11-10,Male,Shopkeeper,0
1595,Orinder Sethi,1993-08-20,Male,Tailor,0
1596,Wahab Wali,2006-09-15,Male,Driver,4
1597,Varsha Pillai,2006-05-14,Female,Security Guard,1
1598,Girindra Shankar,1966-06-28,Male,Electrician,1
1599,Rohan Gola,1980-03-03,Male,Business,3
1600,Chatura Gala,1979-04-29,Male,Shopkeeper,1
1601,Ethan Taneja,1970-10-15,Male,Shopkeeper,1
1602,Advay Memon,1988-11-22,Male,Farmer,9
1603,Warjas Palan,1989-02-19,Male,Unemployed,0
1604,Advaith Manne,1973-05-31,Male,Cook,1
1605,Advay Kata,1995-11-28,Male,Daily Wage Worker,6
1606,Samesh Oza,2005-03-04,Male,Farmer,0
1607,Xavier Wagle,1997-11-14,Male,Mechanic,1
1608,Veer Modi,1999-02-24,Male,Shopkeeper,1
1609,Niharika Garg,1978-03-29,Female,Vendor,0
1610,Wyatt Prabhu,1980-02-26,Male,Driver,11
1611,Ethan Pandit,1979-11-25,Male,Cook,0
1612,Geetika Dyal,1996-12-22,Female,Student,0
1613,Hemani Gill,2007-09-12,Female,Farmer,1
1614,Faris Khanna,1968-07-02,Male,Unknown,0
1615,Nathan Date,1990-07-20,Male,Vendor,1
1616,Qasim Gour,1974-07-05,Male,Auto Driver,1
1617,Nathan Padmanabhan,1970-08-13,Male,Farmer,1
1618,Udarsh Zacharia,1971-08-12,Male,Business,0
1619,Darsh Bakshi,1988-01-29,Male,Security Guard,6
1620,Elijah Shanker,1982-05-04,Male,Business,1
1621,Aarnav Tripathi,1983-02-03,Male,Painter,1
1622,Warjas Mann,1999-08-04,Male,Driver,1
1623,Vaishnavi Nigam,2007-06-11,Female,Vendor,1
1624,Wriddhish Baria,1970-01-13,Male,Mason,0
1625,Mitesh Bakshi,1987-11-17,Male,Mason,0
1626,Udant Parikh,1966-11-03,Male,Student,5
1627,Ayaan Hayer,2000-04-01,Male,Mason,8
1628,Liam Hayre,1962-01-30,Male,Daily Wage Worker,1
1629,Udant Chahal,1995-05-17,Male,Mason,1
1630,Robert Swaminathan,1982-03-03,Other,Cook,1
1631,Pranit Rao,1970-08-13,Male,Daily Wage Worker,0
1632,Qasim Raju,1985-12-01,Male,Shopkeeper,2
1633,Meghana Pai,1984-06-15,Female,Security Guard,0
1634,Udant Chahal,1975-03-24,Male,Private Employee,0
1635,Sarthak Savant,1980-03-10,Male,Cook,1
1636,Simon Sachdeva,1970-01-16,Male,Security Guard,1
1637,Ekbal Johal,1981-03-07,Male,Tailor,0
1638,Gautami Bhatti,2000-09-28,Other,Farmer,1
1639,Chanchal Ahuja,1988-05-30,Female,Electrician,0
1640,Sarthak Gill,1998-05-15,Male,Business,0
1641,Ekapad Iyengar,1973-03-16,Male,Shopkeeper,1
1642,Maanav Swaminathan,1963-06-03,Male,Farmer,1
1643,Max Tak,1998-08-10,Male,Tailor,1
1644,Isaac Bala,1960-09-17,Male,Student,1
1645,Karan Mital,2004-02-20,Male,Unknown,1
1646,David Mani,1988-12-07,Male,Business,0
1647,Yatan Konda,1962-06-25,Male,Shopkeeper,1
1648,Manya Tailor,1965-02-01,Female,Unknown,12
1649,Wridesh Sarin,1978-02-05,Male,Farmer,1
1650,Darpan Prakash,1995-06-04,Male,Unemployed,0
1651,Kai Gaba,2000-02-17,Male,Business,0
1652,Eta Nagarajan,1991-12-03,Female,Farmer,0
1653,Pranav Gade,1964-02-23,Male,Unemployed,1
1654,Pranit Saini,2003-11-05,Male,Painter,1
1655,Arjun Mann,1980-05-24,Male,Private Employee,1
1656,Gunbir Goswami,1966-12-24,Male,Farmer,0
1657,Neel Mutti,2007-02-27,Male,Mechanic,1
1658,Krishna Patil,1967-01-25,Male,Business,1
1659,Ekbal Arya,1969-11-12,Male,Driver,0
1660,Quincy Sundaram,1988-08-01,Male,Unemployed,1
1661,Gautami Chaudry,1975-05-17,Female,Driver,0
1662,Zayan Kant,1973-05-15,Male,Daily Wage Worker,10
1663,Sathvik Sharma,1965-09-29,Male,Mechanic,0
1664,Dominic Badal,1993-03-06,Male,Business,1
1665,Nachiket Patil,1970-01-03,Male,Tailor,1
1666,Onveer Gera,1981-04-12,Male,Cook,0
1667,Dhriti Kapadia,1969-04-22,Female,Cook,1
1668,Ishaan Mohanty,1969-01-28,Male,Electrician,1
1669,Eiravati Brar,1989-06-15,Female,Unemployed,1
1670,Balvan Bahl,1993-07-02,Male,Auto Driver,1
1671,Anvi Hegde,1967-11-19,Female,Painter,0
1672,Ayushman Singh,1968-08-21,Male,Painter,1
1673,Anthony Bhatti,1981-01-27,Male,Daily Wage Worker,0
1674,Chanakya Dasgupta,2001-07-01,Male,Farmer,2
1675,Harish Goyal,2006-03-07,Male,Business,1
1676,Akshay Chana,1970-06-14,Male,Unemployed,1
1677,Owen Pandey,1971-06-22,Male,Daily Wage Worker,1
1678,Zayyan Bir,1967-04-17,Male,Student,0
1679,Zarna Kalla,1973-07-31,Female,Security Guard,0
1680,Harinakshi Yogi,1960-11-03,Female,Driver,1
1681,Jalsa Thaman,1992-11-07,Female,Painter,0
1682,George Sarraf,2006-05-19,Male,Shopkeeper,0
1683,Gautam Pant,1986-05-19,Male,Unknown,1
1684,Hredhaan Varkey,1976-01-12,Male,Driver,0
1685,Daksh Murthy,1968-12-16,Male,Private Employee,1
1686,Dayamai Venkatesh,1969-10-18,Female,Auto Driver,0
1687,Pranit Mani,1998-06-17,Male,Student,1
1688,Benjamin Narang,1994-02-22,Male,Daily Wage Worker,0
1689,Reyansh Mander,1991-08-23,Male,Vendor,0
1690,Tristan Kara,1998-03-29,Male,Painter,0
1691,Mohini Sangha,1973-05-24,Female,Shopkeeper,1
1692,Vyanjana Pillai,1972-09-30,Female,Labourer,0
1693,Xalak Cheema,1987-07-09,Female,Unemployed,0
1694,Brijesh Dar,1970-04-21,Male,Mason,1
1695,Suhani Chaudry,1972-01-11,Female,Farmer,0
1696,Rajata Issac,1983-08-04,Female,Mason,8
1697,Tamanna Das,1976-05-24,Female,Daily Wage Worker,0
1698,Zaid Mallick,2000-02-23,Male,Student,1
1699,Sudiksha Parekh,1992-12-04,Female,Painter,1
1700,Watika Vaidya,1979-07-11,Female,Security Guard,1
1701,Vasana Chokshi,1968-11-11,Female,Private Employee,0
1702,Wishi Tank,1976-04-03,Female,Daily Wage Worker,1
1703,Alexander Chaudhary,1964-02-22,Male,Tailor,1
1704,Zaid Bala,1972-09-25,Male,Unemployed,0
1705,Nihal Dua,1981-02-23,Male,Shopkeeper,5
1706,Balvan Venkatesh,1994-01-15,Male,Private Employee,0
1707,Harrison Memon,2005-08-08,Male,Cook,0
1708,Xalak Thaman,1978-05-09,Female,Painter,1
1709,Aditya Balay,1989-11-01,Male,Shopkeeper,1
1710,Rehaan Sengupta,1981-12-14,Male,Mechanic,7
1711,Timothy Sharaf,1962-12-30,Male,Mason,0
1712,Gaurang Mitter,1971-09-19,Male,Labourer,0
1713,Upasna Desai,1981-10-23,Female,Electrician,0
1714,Yagnesh Choudhary,1999-04-04,Male,Painter,0
1715,Wahab Soni,1998-10-22,Male,Vendor,0
1716,Zehaan Bhalla,1987-03-07,Male,Cook,1
1717,Yachana Purohit,2002-07-13,Female,Security Guard,5
1718,Lucky Nagi,1964-09-22,Male,Daily Wage Worker,1
1719,Arin Dave,1985-06-25,Male,Painter,0
1720,Avi Om,1986-06-12,Other,Business,0
1721,Tanish Pai,1984-11-12,Male,Painter,0
1722,Parth Bhalla,2005-07-18,Male,Daily Wage Worker,1
1723,Krishna Keer,2004-08-25,Female,Vendor,1
1724,Brijesh Bhatti,1981-04-18,Male,Security Guard,7
1725,Pahal Gara,1961-11-20,Female,Mason,1
1726,Anirudh Sharma,2005-04-22,Male,Daily Wage Worker,10
1727,Shivansh Loke,1961-12-08,Male,Private Employee,1
1728,Alka Nadig,1986-04-02,Female,Unemployed,10
1729,Neel Chaudhari,1993-10-12,Male,Business,1
1730,Harshil Nayar,1994-05-08,Male,Tailor,4
1731,Fiyaz Mistry,1985-04-09,Male,Cook,1
1732,Isha Taneja,2003-10-16,Female,Shopkeeper,10
1733,Hredhaan Mani,1978-08-04,Male,Daily Wage Worker,2
1734,Neha Ratti,1975-12-02,Female,Security Guard,1
1735,Champak Nayar,1979-02-24,Male,Painter,1
1736,Wazir Sane,1974-10-27,Male,Daily Wage Worker,1
1737,Brinda Mittal,1994-11-20,Female,Private Employee,1
1738,Tarak Zacharia,1981-11-14,Male,Shopkeeper,1
1739,Sarthak Ratti,1977-08-24,Male,Shopkeeper,4
1740,Gautam Bahl,2003-04-10,Male,Daily Wage Worker,1
1741,Zaid Kala,2005-07-07,Male,Security Guard,7
1742,Amrita Walia,2002-05-11,Other,Tailor,1
1743,Ayushman Vig,1974-03-15,Male,Shopkeeper,3
1744,Vihaan Divan,1976-11-26,Male,Business,0
1745,Mason Saran,1988-06-19,Male,Daily Wage Worker,0
1746,Azad Jani,1988-08-12,Male,Labourer,0
1747,Luke Dyal,1977-12-31,Male,Driver,1
1748,Samaksh Khare,1968-04-10,Male,Private Employee,12
1749,Rehaan Bala,1977-04-05,Other,Farmer,0
1750,Vedika Sunder,1998-08-23,Female,Shopkeeper,9
1751,Udyati Bansal,1974-04-17,Female,Security Guard,1
1752,Laban Deshpande,1962-07-13,Male,Labourer,0
1753,Liam Goda,2004-05-23,Male,Electrician,0
1754,Xavier Bahri,1964-04-24,Male,Unemployed,1
1755,Naksh Misra,1964-11-15,Male,Unemployed,1
1756,Qabil Chana,1987-07-22,Male,Daily Wage Worker,1
1757,Jacob Choudhury,1999-05-27,Male,Mechanic,1
1758,Jeremiah Taneja,1966-09-09,Male,Shopkeeper,9
1759,Divya Munshi,1982-12-15,Female,Business,0
1760,Jacob Sampath,1975-05-20,Male,Farmer,0
1761,Chatresh Gill,1975-02-12,Male,Mason,1
1762,Thomas Rege,1977-11-07,Male,Painter,0
1763,Yatan Walla,1986-01-17,Male,Painter,10
1764,Nathan Sampath,1992-11-10,Male,Electrician,0
1765,Maya Dhillon,1985-04-01,Female,Cook,0
1766,Qarin Morar,1961-12-24,Male,Painter,9
1767,Avi Khatri,1977-10-05,Male,Shopkeeper,1
1768,Nilima Patil,2007-03-06,Female,Cook,0
1769,Jagat Savant,1986-12-25,Male,Unemployed,1
1770,Ronith Kumer,1981-01-08,Male,Electrician,1
1771,Jacob Mishra,1974-11-12,Male,Unknown,10
1772,Theodore Nadig,2004-05-26,Male,Electrician,0
1773,Anika Mahal,1965-12-30,Female,Unemployed,6
1774,Warinder Sachar,1983-03-10,Male,Electrician,1
1775,Chandresh Dyal,2008-01-29,Male,Daily Wage Worker,0
1776,Zehaan Bhatti,1984-06-28,Male,Driver,1
1777,Omisha Setty,2007-11-09,Female,Farmer,0
1778,Atharv Gour,2003-06-06,Male,Farmer,12
1779,Ekansh Aggarwal,1987-10-24,Male,Mason,1
1780,Michael Murthy,1999-09-24,Male,Vendor,1
1781,Dayamai Dugar,1977-07-13,Female,Driver,2
1782,Samesh Nagarajan,1991-04-09,Male,Labourer,0
1783,Ekani Lad,1972-05-08,Female,Mechanic,0
1784,Lohit Issac,1966-04-16,Male,Painter,0
1785,Qarin Gopal,1987-04-29,Male,Electrician,8
1786,Isaac Bail,1962-02-09,Male,Student,1
1787,Chanchal Shere,1974-01-14,Female,Security Guard,9
1788,Frado Bawa,1987-11-02,Male,Mechanic,1
1789,Kalpit Dixit,1966-08-10,Male,Labourer,8
1790,Harinakshi Dalal,1961-07-04,Female,Security Guard,1
1791,Utkarsh Talwar,1968-08-11,Male,Mason,1
1792,Harsh Halder,1978-08-30,Male,Unemployed,1
1793,Yug Raja,1969-05-29,Male,Tailor,12
1794,Harshil Kale,1979-10-21,Male,Security Guard,11
1795,Ubika Gole,1988-05-06,Female,Vendor,1
1796,Akshay Mannan,1978-05-13,Male,Business,1
1797,Umang Kothari,1985-09-13,Male,Auto Driver,1
1798,Chaman Anne,1992-06-15,Female,Electrician,6
1799,Neel Rao,2007-04-15,Male,Mason,1
1800,Rehaan Sampath,2001-03-09,Male,Student,1
1801,Balhaar Chandran,1998-06-14,Male,Driver,0
1802,Atharv Natarajan,1976-07-12,Male,Student,0
1803,Peter Bath,1960-11-29,Male,Security Guard,0
1804,Zayyan Raj,1981-02-17,Male,Labourer,1
1805,Qasim Deo,1998-08-16,Male,Student,0
1806,Hemal Lad,1972-02-09,Female,Private Employee,0
1807,Omkaar Sidhu,1969-07-10,Male,Auto Driver,1
1808,Nathan Wali,1990-01-03,Male,Unemployed,1
1809,Leena Dada,1981-11-12,Female,Cook,0
1810,Devansh Tata,1979-09-02,Male,Electrician,0
1811,Upasna Mandal,1978-06-17,Female,Farmer,0
1812,Naksh Sarin,1971-10-10,Male,Student,0
1813,Xalak Dora,1998-05-12,Female,Student,1
1814,Avi Gulati,1970-08-29,Male,Security Guard,0
1815,Ishwar Goswami,1962-12-27,Male,Vendor,0
1816,Kalpit Gade,1992-05-02,Male,Mechanic,1
1817,Dalbir Talwar,1963-04-28,Male,Labourer,1
1818,Pranav Sundaram,1991-09-12,Male,Cook,1
1819,Daksh Divan,1968-12-17,Male,Painter,0
1820,Chakradhar Jani,1979-11-18,Male,Cook,0
1821,Frado Trivedi,1979-02-10,Male,Painter,1
1822,Aahana Vora,1999-05-23,Female,Cook,1
1823,Turvi Bose,1977-04-19,Female,Electrician,2
1824,Champak Narasimhan,1962-04-25,Male,Cook,0
1825,Darsh Ramesh,1985-12-19,Male,Mason,0
1826,Neel Dube,1962-07-06,Male,Mason,0
1827,Veda Srinivasan,1991-06-12,Female,Unemployed,1
1828,Aarnav Narayan,1963-07-13,Male,Tailor,1
1829,Omaja Dayal,1974-12-06,Female,Labourer,0
1830,Lohit Naidu,1964-04-29,Male,Electrician,1
1831,Rayaan Chanda,1987-09-09,Male,Mason,1
1832,Gaurav Khatri,1987-09-11,Male,Tailor,0
1833,Advaith Joshi,1971-08-20,Male,Tailor,0
1834,Saksham Mane,2004-08-02,Male,Business,0
1835,Darpan Misra,1993-12-13,Male,Tailor,0
1836,Nilima Deep,1984-12-24,Female,Business,0
1837,Qarin Vala,1974-02-23,Male,Vendor,1
1838,Udant Rama,1992-12-19,Male,Farmer,0
1839,Siddharth Chana,1989-04-20,Male,Auto Driver,0
1840,Girik Saraf,2003-06-19,Male,Business,0
1841,Chakradhar Baria,1995-06-25,Male,Cook,0
1842,Vincent Kapur,2004-08-13,Male,Unknown,1
1843,Yug Vyas,2003-05-22,Male,Shopkeeper,1
1844,Maanav Sidhu,1990-04-23,Male,Unemployed,0
1845,William Mital,1970-08-29,Male,Electrician,12
1846,Mason Kothari,1996-02-22,Male,Unknown,1
1847,Neelima Batta,1998-01-16,Female,Unknown,1
1848,Chakradev Varghese,1967-11-15,Other,Security Guard,1
1849,Triveni Chandra,1992-03-02,Female,Shopkeeper,1
1850,Peter Kumar,2000-05-24,Male,Shopkeeper,0
1851,Zayan Babu,1968-04-19,Male,Electrician,0
1852,Hemal Gopal,1987-04-16,Female,Vendor,0
1853,Benjamin Saha,2008-06-24,Male,Painter,7
1854,Naksh Sha,2006-02-27,Male,Unemployed,0
1855,Kevin Om,1973-04-14,Male,Vendor,1
1856,George Brar,2001-08-26,Male,Shopkeeper,11
1857,Chatresh Saraf,1996-11-28,Male,Business,0
1858,Aarnav Rana,1968-06-27,Male,Security Guard,10
1859,Frederick Sood,1991-11-11,Male,Unemployed,1
1860,Yagnesh Mitter,2002-08-20,Male,Private Employee,1
1861,Siya Mittal,1966-07-06,Female,Shopkeeper,1
1862,Ekansh Atwal,1973-07-13,Male,Electrician,7
1863,Abhiram Guha,1962-05-16,Male,Painter,1
1864,Wridesh Dhillon,2004-10-05,Male,Unemployed,1
1865,Tejas Yohannan,1973-07-16,Male,Driver,0
1866,Matthew Sheth,1970-08-18,Male,Business,0
1867,Siddharth Bains,1968-06-21,Male,Driver,0
1868,Ganga Saxena,1993-07-21,Female,Cook,1
1869,Advaith Sengupta,2000-05-15,Male,Labourer,10
1870,Harrison Menon,1999-04-19,Male,Labourer,0
1871,Atharv Nath,1961-01-30,Male,Unknown,1
1872,Tarak Sagar,1994-04-12,Male,Unemployed,0
1873,Andrew Sura,1987-09-30,Male,Student,1
1874,Yagnesh Kata,1964-09-04,Male,Driver,3
1875,Siddharth Mutti,1998-03-13,Male,Business,6
1876,Krish Sahni,1992-10-03,Male,Shopkeeper,1
1877,Yug Palan,1991-01-21,Male,Unemployed,1
1878,Advaith Edwin,1980-02-23,Male,Unemployed,0
1879,Wahab Padmanabhan,1990-05-12,Male,Painter,1
1880,Zehaan Kanda,2000-07-15,Male,Farmer,5
1881,Vivaan Deep,1980-07-06,Male,Unknown,1
1882,Turvi Parsa,1992-09-08,Female,Daily Wage Worker,9
1883,Hemang Mandal,2007-07-20,Male,Driver,1
1884,Wyatt Dayal,1972-05-04,Male,Labourer,0
1885,Farhan Swamy,1967-05-31,Male,Tailor,0
1886,Yatin Mitter,1976-07-08,Male,Painter,0
1887,Arjun Badami,1984-12-17,Male,Shopkeeper,0
1888,Pranav Dutt,1972-06-08,Male,Tailor,1
1889,Azad Nazareth,1989-11-07,Male,Electrician,1
1890,Ishaan Dara,1998-10-16,Male,Student,9
1891,Yagnesh Kuruvilla,1983-09-15,Male,Daily Wage Worker,1
1892,Chakradhar Loke,1970-11-01,Other,Mechanic,1
1893,Aryan Sarma,1991-08-28,Male,Tailor,1
1894,Chatresh Chaudry,1998-10-28,Male,Farmer,1
1895,Yashica Cheema,1971-11-30,Female,Mechanic,1
1896,Ishanvi Pathak,1971-03-27,Female,Private Employee,1
1897,Timothy Toor,1994-06-18,Male,Private Employee,1
1898,Ganga Patla,1983-04-26,Female,Private Employee,4
1899,Darsh Jaggi,1990-06-06,Male,Labourer,0
1900,Aarini Korpal,1992-10-11,Female,Student,1
1901,Luke Tiwari,1972-03-14,Male,Tailor,12
1902,Kiaan Pradhan,1988-10-15,Male,Tailor,12
1903,Jason Doshi,1996-08-03,Male,Farmer,1
1904,Jhalak Devi,1989-09-23,Female,Vendor,0
1905,Samarth Shanker,1995-09-03,Male,Vendor,1
1906,Alexander Savant,1970-06-15,Male,Labourer,1
1907,Bakhshi Chad,1983-07-27,Male,Business,0
1908,Sai Gala,1990-01-31,Male,Security Guard,0
1909,Ronith Bansal,2005-06-21,Male,Mechanic,12
1910,Ayush Venkatesh,1980-09-02,Male,Daily Wage Worker,1
1911,Sai Modi,1981-11-22,Male,Mechanic,0
1912,Aayush Mammen,1996-06-18,Male,Shopkeeper,0
1913,Saksham Sehgal,2004-05-12,Male,Unknown,1
1914,Timothy Pai,2004-09-10,Male,Labourer,1
1915,Hardik Mitra,1966-04-13,Male,Electrician,8
1916,Oliver Ramakrishnan,1969-02-13,Male,Unemployed,1
1917,Hredhaan Chander,1995-05-14,Male,Painter,1
1918,Onkar Dutta,1962-02-21,Male,Cook,0
1919,Kai Khurana,1981-03-25,Male,Painter,1
1920,Zayyan Choudhry,1964-08-16,Male,Mechanic,0
1921,Aashi Tripathi,1984-09-01,Other,Auto Driver,1
1922,Arunima Dash,1991-01-31,Female,Auto Driver,1
1923,Aarnav Setty,1983-08-13,Male,Farmer,8
1924,Kamala Palla,1980-11-27,Female,Unknown,1
1925,Ekiya Purohit,1995-11-29,Female,Auto Driver,5
1926,Damini Narang,1995-09-10,Female,Unemployed,0
1927,Radha Sha,1967-03-20,Female,Electrician,1
1928,Simon Sabharwal,1966-02-14,Male,Driver,0
1929,Azaan Sandal,1969-05-25,Male,Driver,0
1930,Jalsa Sehgal,1965-11-10,Female,Electrician,11
1931,Saksham Venkataraman,1987-05-31,Male,Driver,2
1932,Zaid Sampath,1990-06-30,Male,Business,1
